timestamp,open,high,low,close,volume,symbol
2025-12-11 09:30:00,230.7100067138672,230.9799041748047,229.44000244140625,229.64500427246094,1055124,AMZN
2025-12-11 09:31:00,229.6300048828125,230.0,229.4199981689453,229.97500610351562,110130,AMZN
2025-12-11 09:32:00,230.01499938964844,230.42999267578125,229.7886962890625,230.30999755859375,116490,AMZN
2025-12-11 09:33:00,230.32000732421875,230.57000732421875,230.3000946044922,230.45989990234375,90915,AMZN
2025-12-11 09:34:00,230.39999389648438,230.92669677734375,230.39999389648438,230.7449951171875,66422,AMZN
2025-12-11 09:35:00,230.72999572753906,231.5,230.72999572753906,231.4647979736328,116368,AMZN
2025-12-11 09:36:00,231.4613037109375,231.75,231.39999389648438,231.50999450683594,94765,AMZN
2025-12-11 09:37:00,231.51499938964844,231.8300018310547,231.39500427246094,231.7949981689453,96701,AMZN
2025-12-11 09:38:00,231.8300018310547,232.11000061035156,231.52349853515625,231.62969970703125,117240,AMZN
2025-12-11 09:39:00,231.67999267578125,231.70989990234375,230.94000244140625,231.02999877929688,64748,AMZN
2025-12-11 09:40:00,231.00999450683594,231.1699981689453,230.697998046875,230.9949951171875,52797,AMZN
2025-12-11 09:41:00,230.99000549316406,231.5749969482422,230.99000549316406,231.42999267578125,87270,AMZN
2025-12-11 09:42:00,231.42999267578125,231.83700561523438,231.4250030517578,231.7100067138672,77246,AMZN
2025-12-11 09:43:00,231.72000122070312,232.0500030517578,231.6649932861328,231.71690368652344,91626,AMZN
2025-12-11 09:44:00,231.75,231.8000030517578,231.35499572753906,231.6699981689453,57418,AMZN
2025-12-11 09:45:00,231.6699981689453,231.6699981689453,231.0,231.28500366210938,100625,AMZN
2025-12-11 09:46:00,231.2550048828125,231.31500244140625,230.88999938964844,230.9199981689453,87846,AMZN
2025-12-11 09:47:00,230.92999267578125,231.0500030517578,230.52000427246094,230.61099243164062,76964,AMZN
2025-12-11 09:48:00,230.60000610351562,230.67999267578125,230.5,230.53900146484375,49863,AMZN
2025-12-11 09:49:00,230.5,230.5,230.12449645996094,230.1999969482422,61329,AMZN
2025-12-11 09:50:00,230.1699981689453,230.4149932861328,230.1300048828125,230.1300048828125,58991,AMZN
2025-12-11 09:51:00,230.11000061035156,230.343505859375,230.08999633789062,230.26499938964844,53246,AMZN
2025-12-11 09:52:00,230.22500610351562,230.41000366210938,230.10000610351562,230.22000122070312,40934,AMZN
2025-12-11 09:53:00,230.19000244140625,230.2899932861328,229.89999389648438,230.05599975585938,70452,AMZN
2025-12-11 09:54:00,230.07000732421875,230.0749969482422,229.66000366210938,229.92999267578125,45933,AMZN
2025-12-11 09:55:00,229.88999938964844,230.19000244140625,229.85499572753906,229.92999267578125,69645,AMZN
2025-12-11 09:56:00,229.8800048828125,229.9499969482422,229.610107421875,229.69000244140625,1124231,AMZN
2025-12-11 09:57:00,229.69000244140625,230.0,229.69000244140625,229.94500732421875,0,AMZN
2025-12-11 09:58:00,230.0,230.19000244140625,229.96009826660156,229.97000122070312,64336,AMZN
2025-12-11 09:59:00,229.97500610351562,230.08999633789062,229.86500549316406,229.8699951171875,48779,AMZN
2025-12-11 10:00:00,229.92999267578125,229.92999267578125,229.6300048828125,229.71400451660156,76195,AMZN
2025-12-11 10:01:00,229.72000122070312,230.07269287109375,229.72000122070312,229.9199981689453,68738,AMZN
2025-12-11 10:02:00,229.9250030517578,229.97999572753906,229.75010681152344,229.91000366210938,53789,AMZN
2025-12-11 10:03:00,229.91200256347656,230.08999633789062,229.89999389648438,229.9600067138672,54592,AMZN
2025-12-11 10:04:00,229.99000549316406,230.0500030517578,229.80499267578125,229.89999389648438,78078,AMZN
2025-12-11 10:05:00,229.80999755859375,229.91990661621094,229.77000427246094,229.86000061035156,30254,AMZN
2025-12-11 10:06:00,229.845703125,230.0500030517578,229.6999969482422,229.99989318847656,44968,AMZN
2025-12-11 10:07:00,230.01319885253906,230.0998992919922,229.89999389648438,230.0998992919922,48129,AMZN
2025-12-11 10:08:00,230.10650634765625,230.27999877929688,230.0850067138672,230.1999969482422,78931,AMZN
2025-12-11 10:09:00,230.1999969482422,230.39999389648438,230.0,230.38999938964844,50216,AMZN
2025-12-11 10:10:00,230.38999938964844,230.44000244140625,230.24000549316406,230.2550048828125,65075,AMZN
2025-12-11 10:11:00,230.2449951171875,230.74000549316406,230.1103057861328,230.7100067138672,44360,AMZN
2025-12-11 10:12:00,230.72349548339844,231.05859375,230.69500732421875,231.0478057861328,84573,AMZN
2025-12-11 10:13:00,231.05990600585938,231.1699981689453,230.72500610351562,230.82000732421875,65882,AMZN
2025-12-11 10:14:00,230.8397979736328,231.11000061035156,230.8300018310547,231.05999755859375,44057,AMZN
2025-12-11 10:15:00,231.0500030517578,231.17999267578125,230.88999938964844,231.0,51266,AMZN
2025-12-11 10:16:00,230.97000122070312,231.00999450683594,230.6999969482422,230.8800048828125,35341,AMZN
2025-12-11 10:17:00,230.93499755859375,231.10000610351562,230.88499450683594,231.10000610351562,42511,AMZN
2025-12-11 10:18:00,231.1300048828125,231.14999389648438,230.93350219726562,230.94000244140625,51396,AMZN
2025-12-11 10:19:00,230.9600067138672,231.14999389648438,230.92999267578125,231.11000061035156,36514,AMZN
2025-12-11 10:20:00,231.11000061035156,231.2899932861328,231.02000427246094,231.10000610351562,44958,AMZN
2025-12-11 10:21:00,231.11000061035156,231.21499633789062,230.99000549316406,231.1959991455078,39074,AMZN
2025-12-11 10:22:00,231.2100067138672,231.33999633789062,231.05999755859375,231.0800018310547,31319,AMZN
2025-12-11 10:23:00,231.0399932861328,231.2050018310547,230.97000122070312,231.2050018310547,26643,AMZN
2025-12-11 10:24:00,231.20809936523438,231.32000732421875,231.1501007080078,231.2899932861328,32642,AMZN
2025-12-11 10:25:00,231.30499267578125,231.34500122070312,231.13900756835938,231.13900756835938,22281,AMZN
2025-12-11 10:26:00,231.13499450683594,231.26499938964844,231.0850067138672,231.10000610351562,33512,AMZN
2025-12-11 10:27:00,231.10000610351562,231.32000732421875,231.09500122070312,231.27000427246094,50313,AMZN
2025-12-11 10:28:00,231.25999450683594,231.31509399414062,231.05999755859375,231.06809997558594,28219,AMZN
2025-12-11 10:29:00,231.0446014404297,231.11000061035156,230.81700134277344,230.8800048828125,34967,AMZN
2025-12-11 10:30:00,230.86000061035156,231.0399932861328,230.75010681152344,230.8184051513672,24892,AMZN
2025-12-11 10:31:00,230.7899932861328,230.8000030517578,230.57009887695312,230.64999389648438,34408,AMZN
2025-12-11 10:32:00,230.6300048828125,230.9600067138672,230.52999877929688,230.74000549316406,49184,AMZN
2025-12-11 10:33:00,230.72000122070312,230.83999633789062,230.61000061035156,230.78050231933594,36130,AMZN
2025-12-11 10:34:00,230.74000549316406,230.88499450683594,230.6699981689453,230.6699981689453,28582,AMZN
2025-12-11 10:35:00,230.6300048828125,230.77960205078125,230.5675048828125,230.72999572753906,28709,AMZN
2025-12-11 10:36:00,230.74000549316406,230.77000427246094,230.5399932861328,230.5399932861328,19692,AMZN
2025-12-11 10:37:00,230.52999877929688,230.56500244140625,230.3249969482422,230.5399932861328,40237,AMZN
2025-12-11 10:38:00,230.50999450683594,230.6737060546875,230.5,230.6737060546875,30362,AMZN
2025-12-11 10:39:00,230.58999633789062,230.72999572753906,230.58999633789062,230.67250061035156,33265,AMZN
2025-12-11 10:40:00,230.6699981689453,230.6699981689453,230.39999389648438,230.4499969482422,31441,AMZN
2025-12-11 10:41:00,230.44000244140625,230.57000732421875,230.39999389648438,230.52000427246094,18512,AMZN
2025-12-11 10:42:00,230.52499389648438,230.55799865722656,230.3834991455078,230.44009399414062,28630,AMZN
2025-12-11 10:43:00,230.49000549316406,230.61000061035156,230.49000549316406,230.5399932861328,26799,AMZN
2025-12-11 10:44:00,230.52000427246094,230.61990356445312,230.38999938964844,230.6009063720703,34059,AMZN
2025-12-11 10:45:00,230.5399932861328,230.67999267578125,230.4600067138672,230.6031951904297,21411,AMZN
2025-12-11 10:46:00,230.60000610351562,230.625,230.4149932861328,230.4149932861328,14273,AMZN
2025-12-11 10:47:00,230.39999389648438,230.41000366210938,230.1999969482422,230.1999969482422,35352,AMZN
2025-12-11 10:48:00,230.1761932373047,230.18499755859375,229.95750427246094,229.98500061035156,45801,AMZN
2025-12-11 10:49:00,229.97999572753906,230.1199951171875,229.9499969482422,230.10000610351562,38734,AMZN
2025-12-11 10:50:00,230.02049255371094,230.1123046875,229.8000030517578,229.8000030517578,29589,AMZN
2025-12-11 10:51:00,229.8300018310547,229.91000366210938,229.71499633789062,229.86000061035156,40728,AMZN
2025-12-11 10:52:00,229.85499572753906,229.8800048828125,229.5301055908203,229.77000427246094,34636,AMZN
2025-12-11 10:53:00,229.6999969482422,229.83999633789062,229.60009765625,229.8000030517578,38283,AMZN
2025-12-11 10:54:00,229.80999755859375,229.86000061035156,229.6999969482422,229.77000427246094,37188,AMZN
2025-12-11 10:55:00,229.77499389648438,229.89999389648438,229.63999938964844,229.88600158691406,21936,AMZN
2025-12-11 10:56:00,229.88999938964844,230.02000427246094,229.88999938964844,230.00999450683594,34804,AMZN
2025-12-11 10:57:00,230.0050048828125,230.07000732421875,229.78799438476562,229.99000549316406,33198,AMZN
2025-12-11 10:58:00,230.02999877929688,230.0800018310547,229.83999633789062,229.88999938964844,32765,AMZN
2025-12-11 10:59:00,229.8800048828125,229.94000244140625,229.83999633789062,229.92999267578125,32086,AMZN
2025-12-11 11:00:00,229.91000366210938,230.11160278320312,229.57000732421875,229.85000610351562,74019,AMZN
2025-12-11 11:01:00,229.88499450683594,230.02000427246094,229.86000061035156,230.00999450683594,20015,AMZN
2025-12-11 11:02:00,230.05499267578125,230.05999755859375,229.86000061035156,229.91000366210938,22259,AMZN
2025-12-11 11:03:00,229.91000366210938,230.10989379882812,229.86000061035156,230.10060119628906,63218,AMZN
2025-12-11 11:04:00,230.1199951171875,230.13999938964844,230.0200958251953,230.05499267578125,37677,AMZN
2025-12-11 11:05:00,230.05999755859375,230.10000610351562,229.82000732421875,229.82000732421875,32431,AMZN
2025-12-11 11:06:00,229.80999755859375,229.91000366210938,229.75,229.80999755859375,25981,AMZN
2025-12-11 11:07:00,229.82000732421875,229.88999938964844,229.75999450683594,229.76499938964844,22753,AMZN
2025-12-11 11:08:00,229.75,229.75999450683594,229.6999969482422,229.74000549316406,29284,AMZN
2025-12-11 11:09:00,229.72000122070312,229.72000122070312,229.32000732421875,229.4199981689453,71642,AMZN
2025-12-11 11:10:00,229.4499969482422,229.62989807128906,229.41000366210938,229.42999267578125,28836,AMZN
