timestamp,open,high,low,close,volume,symbol
2025-11-26 10:40:00,277.33,277.376,277.0808,277.21,258186,AAPL
2025-11-26 10:45:00,277.2202,277.24,276.81,276.9251,222356,AAPL
2025-11-26 10:50:00,276.94,277.92,276.9,277.88,308232,AAPL
2025-11-26 10:55:00,277.8818,278.24,277.88,278.08,342761,AAPL
2025-11-26 11:00:00,278.11,278.2718,277.8661,278.01,252654,AAPL
2025-11-26 11:05:00,278.021,278.35,278.02,278.29,268351,AAPL
2025-11-26 11:10:00,278.31,278.65,278.24,278.59,295017,AAPL
2025-11-26 11:15:00,278.61,278.71,278.4778,278.66,224399,AAPL
2025-11-26 11:20:00,278.665,279.13,278.64,279.0382,516379,AAPL
2025-11-26 11:25:00,279.05,279.14,278.999,279.0101,321488,AAPL
2025-11-26 11:30:00,279.03,279.0759,278.87,279.05,216629,AAPL
2025-11-26 11:35:00,279.06,279.27,278.97,279.15,436150,AAPL
2025-11-26 11:40:00,279.17,279.5,279.14,279.4301,313381,AAPL
2025-11-26 11:45:00,279.44,279.53,279.395,279.5184,257300,AAPL
2025-11-26 11:50:00,279.53,279.53,279.3,279.44,351779,AAPL
2025-11-26 11:55:00,279.46,279.51,279.27,279.3,555410,AAPL
2025-11-26 12:00:00,279.32,279.4299,279.11,279.15,456804,AAPL
2025-11-26 12:05:00,279.15,279.35,279.15,279.22,227341,AAPL
2025-11-26 12:10:00,279.23,279.26,278.89,279.14,244499,AAPL
2025-11-26 12:15:00,279.15,279.16,278.9334,278.96,184024,AAPL
2025-11-26 12:20:00,278.9819,279.2201,278.965,279.2,226286,AAPL
2025-11-26 12:25:00,279.2098,279.23,278.89,279.079,231826,AAPL
2025-11-26 12:30:00,279.07,279.21,279.03,279.165,147418,AAPL
2025-11-26 12:35:00,279.16,279.21,278.96,279.04,233999,AAPL
2025-11-26 12:40:00,279.04,279.13,278.56,279.11,326760,AAPL
2025-11-26 12:45:00,279.11,279.29,279.09,279.1553,302699,AAPL
2025-11-26 12:50:00,279.17,279.22,278.87,278.87,193657,AAPL
2025-11-26 12:55:00,278.84,278.94,278.77,278.88,208574,AAPL
2025-11-26 13:00:00,278.87,279.075,278.82,279.01,121221,AAPL
2025-11-26 13:05:00,279.01,279.07,278.33,278.5,287217,AAPL
2025-11-26 13:10:00,278.49,278.5955,278.095,278.57,257973,AAPL
2025-11-26 13:15:00,278.58,278.71,278.19,278.225,179344,AAPL
2025-11-26 13:20:00,278.24,278.7355,278.24,278.6554,208629,AAPL
2025-11-26 13:25:00,278.65,278.8,278.54,278.55,152294,AAPL
2025-11-26 13:30:00,278.56,278.5818,278.2,278.24,152609,AAPL
2025-11-26 13:35:00,278.245,278.3395,278.085,278.29,189592,AAPL
2025-11-26 13:40:00,278.28,278.51,278.03,278.065,173844,AAPL
